Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5
Anasim Khan,4,4,14,0,119,0,-,8.5,-,0,0
DK Anefie,4,4,12,0,72,0,-,6,-,0,0
Anowarul Islam,4,2,3,0,25,0,-,8.33,-,0,0
Ansar Iqbal,4,1,2,0,13,0,-,6.5,-,0,0
Aqib Iqbal,5,4,13,0,84,0,-,6.46,-,0,0
U Aryaman Sunil,2,2,3,0,28,0,-,9.33,-,0,0
A Ashokan,2,1,2,0,16,0,-,8,-,0,0
Avi Dixit,1,1,1,0,15,0,-,15,-,0,0
KS Bagabena,4,4,4.5,0,56,0,-,11.58,-,0,0
P Bharat Patel,2,2,5,0,40,0,-,8,-,0,0
Meet Bhavsar,9,1,1,0,11,0,-,11,-,0,0
KK Bishnoi,3,2,3,0,27,0,-,9,-,0,0
J Butler,9,1,1,0,15,0,-,15,-,0,0
JD Campbell,2,1,1,0,1,0,-,1,-,0,0
J Cutinho,3,1,0.5,0,7,0,-,8.4,-,0,0
DAP Darrell,11,1,2,0,14,0,-,7,-,0,0
BFW de Leede,8,2,2,0,27,0,-,13.5,-,0,0
PC de Silva,2,2,2,0,30,0,-,15,-,0,0
ST de Silva,3,1,1,0,10,0,-,10,-,0,0
A Djorovic,2,2,6,1,32,0,-,5.33,-,0,0
B Dugic,2,2,2.3,0,22,0,-,8.8,-,0,0
F du Plessis,44,2,1.2,0,3,0,-,2.25,-,0,0
AB Dursak,4,3,8.4,0,134,0,-,15.46,-,0,0
Fakhar Zaman,34,1,1,0,12,0,-,12,-,0,0
Fazal Niazai,1,1,1,0,13,0,-,13,-,0,0
MVT Fernando,1,1,2,0,16,0,-,8,-,0,0
AJ Finch,58,2,2,0,27,0,-,13.5,-,0,0
JA Fitzgerald,4,1,2,0,22,0,-,11,-,0,0
GF Gomes,7,1,2,0,16,0,-,8,-,0,0
MJ Guptill,83,1,1,0,11,0,-,11,-,0,0
Hamza Dar,1,1,2,0,22,0,-,11,-,0,0
Hasheem Shahzad,2,1,4,0,32,0,-,8,-,0,0
RJ Hatchman,1,1,4,0,33,0,-,8.25,-,0,0
H Hiri,5,1,1,0,5,0,-,5,-,0,0
EH Hutchinson,2,1,3,0,20,0,-,6.66,-,0,0
Ibrahim Khan,1,1,2,0,17,0,-,8.5,-,0,0
Ibrahim Nashath,3,2,4,0,48,0,-,12,-,0,0
Iftikhar Ahmed,6,1,1,0,7,0,-,7,-,0,0
Imran Khan,4,1,2,0,13,0,-,6.5,-,0,0
B Ivanov,3,1,2,0,36,0,-,18,-,0,0
Jagjit Singh,4,1,1,0,10,0,-,10,-,0,0
NA Janes,2,1,1,0,12,0,-,12,-,0,0
T Jamtsho,2,2,4.1,0,48,0,-,11.52,-,0,0
Jatinder Singh,25,1,2,0,17,0,-,8.5,-,0,0
Javed Maroofkhail,2,1,2,0,22,0,-,11,-,0,0
P Jayeshbhai Patel,2,1,2,0,21,0,-,10.5,-,0,0
Jay Odedra,3,3,7,0,74,0,-,10.57,-,0,0
Kamran Khan,14,2,4.1,0,48,0,-,11.52,-,0,0
G Kansonkho,6,1,1,0,15,0,-,15,-,0,0
S Kansoy,4,1,1,0,14,0,-,14,-,0,0
Karweng NG,4,3,9,0,81,0,-,9,-,0,0
JS Kundi,6,2,2,0,15,0,-,7.5,-,0,0
Kushal Malla,3,2,4,0,38,0,-,9.5,-,0,0
A Lagos,1,1,2,0,13,0,-,6.5,-,0,0
I Lisboa,1,1,2,0,17,0,-,8.5,-,0,0
AM McCarthy,1,1,2,0,12,0,-,6,-,0,0
LD Madushanka,2,1,4,0,36,0,-,9,-,0,0
Mahedi Hasan,1,1,2,0,25,0,-,12.5,-,0,0
C Mahoney,3,1,1,0,10,0,-,10,-,0,0
BF Mailata,4,2,2,0,24,0,-,12,-,0,0
D Manani,2,2,4,0,27,0,-,6.75,-,0,0
M Markande,1,1,4,0,31,0,-,7.75,-,0,0
D Marks,2,2,7,0,54,0,-,7.71,-,0,0
D Mejia,3,2,4,0,23,0,-,5.75,-,0,0
PHKD Mendis,4,3,5,0,48,0,-,9.6,-,0,0
AJ Michael,4,1,2,0,18,0,-,9,-,0,0
Mihusan Hamid,1,1,3,0,29,0,-,9.66,-,0,0
Mohamed Arief,5,2,2,0,19,0,-,9.5,-,0,0
JN Mohammed,9,2,2,0,13,0,-,6.5,-,0,0
Mohammed Asghar,4,2,4,0,28,0,-,7,-,0,0
Mohammed Qasim,3,1,1,0,8,0,-,8,-,0,0
JWN Moses,3,2,8,0,46,0,-,5.75,-,0,0
Muhammad Asjed,2,1,1,0,9,0,-,9,-,0,0
Muhammad Musa,1,1,3.5,0,39,0,-,10.17,-,0,0
Muhammad Naeem,5,1,1,0,13,0,-,13,-,0,0
RG Mukasa,4,2,7,0,40,0,-,5.71,-,0,0
FF Mulivai,4,1,0.1,0,6,0,-,36,-,0,0
T Munyonga,5,1,1,0,3,0,-,3,-,0,0
Musawar Shah,2,2,3,0,32,0,-,10.66,-,0,0
S Nadigotla,2,1,2,0,10,0,-,5,-,0,0
Nanda Kumar,3,1,1,0,10,0,-,10,-,0,0
M Nandela,2,1,1,0,13,0,-,13,-,0,0
N Nankov,3,1,1,0,15,0,-,15,-,0,0
A Nao,2,2,5,0,49,0,-,9.8,-,0,0
A Natubhai Ahir,3,3,6,0,49,0,-,8.16,-,0,0
Nawaf Ahmed,1,1,2,0,16,0,-,8,-,0,0
R Nehonde,7,5,13,0,113,0,-,8.69,-,0,0
S Nerandzic,2,1,2,0,26,0,-,13,-,0,0
K Nestor,4,2,6.2,0,54,0,-,8.52,-,0,0
A Nortje,1,1,3,0,27,0,-,9,-,0,0
J Nyumbu,2,2,6,0,76,0,-,12.66,-,0,0
R Olipa,2,1,1,0,8,0,-,8,-,0,0
Omar Hayat,2,1,1,0,11,0,-,11,-,0,0
A Orfila,1,1,1,0,7,0,-,7,-,0,0
A Patel,2,1,1,0,19,0,-,19,-,0,0
C Pengkumta,4,4,7,0,58,0,-,8.28,-,0,0
AK Perera,6,1,1,0,17,0,-,17,-,0,0
T Perera,6,2,3,0,37,0,-,12.33,-,0,0
S Periyalwar,4,1,0.1,0,4,0,-,24,-,0,0
V Permaul,1,1,0.3,0,8,0,-,16,-,0,0
C Prasad,3,1,2,0,12,0,-,6,-,0,0
R Rohan,10,1,1,0,7,0,-,7,-,0,0
GR Russ,3,2,3,0,52,0,-,17.33,-,0,0
SE Rutherford,3,1,3,0,28,0,-,9.33,-,0,0
Sakib Hasan,2,1,1,0,13,0,-,13,-,0,0
Saqlain Arshad,2,1,1,0,12,0,-,12,-,0,0
M Sarenac,2,1,1,0,12,0,-,12,-,0,0
K Senamontree,2,2,2,0,29,0,-,14.5,-,0,0
YSD Seneveratne,6,2,2,0,22,0,-,11,-,0,0
JNK Shannon,8,1,1,0,11,0,-,11,-,0,0
Shoaib Gazi Hossain,4,1,2,0,23,0,-,11.5,-,0,0
P Silas,4,1,1,0,21,0,-,21,-,0,0
KRP Silva,2,1,2,0,19,0,-,9.5,-,0,0
M Simmons,2,1,2.1,0,21,0,-,9.69,-,0,0
RAJ Smith,2,2,6.5,0,66,0,-,9.65,-,0,0
Soheel Hussain,1,1,1,0,7,0,-,7,-,0,0
S Sola,4,1,1,0,9,0,-,9,-,0,0
S Soosiyakumar,1,1,2,0,16,0,-,8,-,0,0
TJ Stephenson,1,1,1,0,11,0,-,11,-,0,0
Suresh Kumar,2,2,4,0,35,0,-,8.75,-,0,0
Tarun Sharma,8,1,1,0,14,0,-,14,-,0,0
J Thinley,2,2,3,0,25,0,-,8.33,-,0,0
S Tobgay,2,1,4,0,50,0,-,12.5,-,0,0
T Tshose,2,1,2,0,12,0,-,6,-,0,0
HER Tyler,2,2,6,0,48,0,-,8,-,0,0
E Ul Haq,5,1,0.1,0,4,0,-,24,-,0,0
R Ulutuna,4,1,1,0,11,0,-,11,-,0,0
S Vesawkar,17,1,3,0,25,0,-,8.33,-,0,0
JK Vifah,3,1,1.1,0,8,0,-,6.85,-,0,0
V Vijh,4,3,7.5,0,72,0,-,9.19,-,0,0
Vimal Kumar,2,1,3,0,32,0,-,10.66,-,0,0
MN Waller,32,3,5,0,42,0,-,8.4,-,0,0
Waqas Ali,2,1,1,0,9,0,-,9,-,0,0
Waqas Khan,8,1,1,0,12,0,-,12,-,0,0
Waqas Raja,1,1,1,0,9,0,-,9,-,0,0
Wasim Ali,1,1,2,0,16,0,-,8,-,0,0
N Yordanov,2,1,3,0,20,0,-,6.66,-,0,0
Zeeshan Abbas,1,1,4,0,20,0,-,5,-,0,0
Aamer Ikram,4,-,-,-,-,-,-,-,-,-,-
Aarif Sheikh,11,-,-,-,-,-,-,-,-,-,-
Z Abbasi,1,-,-,-,-,-,-,-,-,-,-
Abbas Saad,2,-,-,-,-,-,-,-,-,-,-
Abdul Rashid,1,-,-,-,-,-,-,-,-,-,-
Abdul Shakoor,6,-,-,-,-,-,-,-,-,-,-
Abdul Shakoor,2,-,-,-,-,-,-,-,-,-,-
Abraash Khan,7,-,-,-,-,-,-,-,-,-,-
Abrar Bilal,3,-,-,-,-,-,-,-,-,-,-
F Achelam,1,-,-,-,-,-,-,-,-,-,-
Abdul Hashmi,8,-,-,-,-,-,-,-,-,-,-
Adil Hanif,4,-,-,-,-,-,-,-,-,-,-
Adnan Mufti,1,-,-,-,-,-,-,-,-,-,-
P Agnihotri,2,-,-,-,-,-,-,-,-,-,-
Ahmed Faiz,10,-,-,-,-,-,-,-,-,-,-
Ahsan Abbasi,6,-,-,-,-,-,-,-,-,-,-
KK Ahuja,8,-,-,-,-,-,-,-,-,-,-
Ainool Hafizs,3,-,-,-,-,-,-,-,-,-,-
Ainool Haqqiem,4,-,-,-,-,-,-,-,-,-,-
PS Airee,11,-,-,-,-,-,-,-,-,-,-
C Akyuz,2,-,-,-,-,-,-,-,-,-,-
Ali Ivan,1,-,-,-,-,-,-,-,-,-,-
HS Alta,4,-,-,-,-,-,-,-,-,-,-
HM Amla,44,-,-,-,-,-,-,-,-,-,-
Anam Mollik,2,-,-,-,-,-,-,-,-,-,-
A Anemogiannis,1,-,-,-,-,-,-,-,-,-,-
B Angeltti,3,-,-,-,-,-,-,-,-,-,-
Anwar Arudin,12,-,-,-,-,-,-,-,-,-,-
SE Aquilina,4,-,-,-,-,-,-,-,-,-,-
Areeb Quadir,2,-,-,-,-,-,-,-,-,-,-
Z Arinaitwe,3,-,-,-,-,-,-,-,-,-,-
Aritra Dutta,8,-,-,-,-,-,-,-,-,-,-
P Arora,2,-,-,-,-,-,-,-,-,-,-
Arsalan Arif,2,-,-,-,-,-,-,-,-,-,-
Arslan Ahmed,3,-,-,-,-,-,-,-,-,-,-
Asif Ali,25,-,-,-,-,-,-,-,-,-,-
Aslam Mohammad,3,-,-,-,-,-,-,-,-,-,-
SK Atai,2,-,-,-,-,-,-,-,-,-,-
S Ateak,3,-,-,-,-,-,-,-,-,-,-
Awais Ahmed,9,-,-,-,-,-,-,-,-,-,-
AJ Ayannaike,3,-,-,-,-,-,-,-,-,-,-
Azyan Farhath,2,-,-,-,-,-,-,-,-,-,-
F Baaleri,4,-,-,-,-,-,-,-,-,-,-
SJ Baard,13,-,-,-,-,-,-,-,-,-,-
Babar Azam,36,-,-,-,-,-,-,-,-,-,-
Babar Hayat,24,-,-,-,-,-,-,-,-,-,-
GJ Bailey,30,-,-,-,-,-,-,-,-,-,-
JM Bairstow,34,-,-,-,-,-,-,-,-,-,-
R Bakum,4,-,-,-,-,-,-,-,-,-,-
V Balakrishnan,3,-,-,-,-,-,-,-,-,-,-
A Balbirnie,37,-,-,-,-,-,-,-,-,-,-
B Banerjee,6,-,-,-,-,-,-,-,-,-,-
T Banton,3,-,-,-,-,-,-,-,-,-,-
J Barker,4,-,-,-,-,-,-,-,-,-,-
LJ Barker,9,-,-,-,-,-,-,-,-,-,-
TC Barker,4,-,-,-,-,-,-,-,-,-,-
P Baron,5,-,-,-,-,-,-,-,-,-,-
O Bascome,11,-,-,-,-,-,-,-,-,-,-
OO Bascome,3,-,-,-,-,-,-,-,-,-,-
D Bau,1,-,-,-,-,-,-,-,-,-,-
T Bavuma,2,-,-,-,-,-,-,-,-,-,-
A Bhagwat,4,-,-,-,-,-,-,-,-,-,-
B Bhandari,27,-,-,-,-,-,-,-,-,-,-
M Bhanuka,2,-,-,-,-,-,-,-,-,-,-
TS Bharaj,9,-,-,-,-,-,-,-,-,-,-
MP Biddappa,4,-,-,-,-,-,-,-,-,-,-
Bilal Ahmed,1,-,-,-,-,-,-,-,-,-,-
Bilal Tahir,4,-,-,-,-,-,-,-,-,-,-
SW Billings,26,-,-,-,-,-,-,-,-,-,-
K Birkenstock,4,-,-,-,-,-,-,-,-,-,-
C Bisson,14,-,-,-,-,-,-,-,-,-,-
TA Blundell,3,-,-,-,-,-,-,-,-,-,-
DM Bravo,20,-,-,-,-,-,-,-,-,-,-
NT Broom,11,-,-,-,-,-,-,-,-,-,-
TC Bruce,15,-,-,-,-,-,-,-,-,-,-
DE Budge,6,-,-,-,-,-,-,-,-,-,-
A Bulow,2,-,-,-,-,-,-,-,-,-,-
JC Buttler,66,-,-,-,-,-,-,-,-,-,-
S Byrne,2,-,-,-,-,-,-,-,-,-,-
G Caisley,4,-,-,-,-,-,-,-,-,-,-
AT Carey,25,-,-,-,-,-,-,-,-,-,-
C Carter,10,-,-,-,-,-,-,-,-,-,-
T Caruana,2,-,-,-,-,-,-,-,-,-,-
D Cato,3,-,-,-,-,-,-,-,-,-,-
RW Chakabva,12,-,-,-,-,-,-,-,-,-,-
LD Chandimal,54,-,-,-,-,-,-,-,-,-,-
VD Chandra,3,-,-,-,-,-,-,-,-,-,-
S Chandramohan,12,-,-,-,-,-,-,-,-,-,-
BB Chari,3,-,-,-,-,-,-,-,-,-,-
G Chaturvedi,2,-,-,-,-,-,-,-,-,-,-
N Chejay,1,-,-,-,-,-,-,-,-,-,-
C Chete,2,-,-,-,-,-,-,-,-,-,-
VB Chikkannaiah,7,-,-,-,-,-,-,-,-,-,-
Chirag Suri,7,-,-,-,-,-,-,-,-,-,-
S Chophel,1,-,-,-,-,-,-,-,-,-,-
I Civric,1,-,-,-,-,-,-,-,-,-,-
GL Cloete,2,-,-,-,-,-,-,-,-,-,-
LA Collado,4,-,-,-,-,-,-,-,-,-,-
NG Collins,5,-,-,-,-,-,-,-,-,-,-
BN Cooper,51,-,-,-,-,-,-,-,-,-,-
SJ Cotter,4,-,-,-,-,-,-,-,-,-,-
MH Cross,43,-,-,-,-,-,-,-,-,-,-
DDP D'Silva,10,-,-,-,-,-,-,-,-,-,-
S Dalton,3,-,-,-,-,-,-,-,-,-,-
P Danci,2,-,-,-,-,-,-,-,-,-,-
N Davin,16,-,-,-,-,-,-,-,-,-,-
TB de Bruyn,2,-,-,-,-,-,-,-,-,-,-
Q de Kock,38,-,-,-,-,-,-,-,-,-,-
CJ Delany,4,-,-,-,-,-,-,-,-,-,-
D de la Puente,2,-,-,-,-,-,-,-,-,-,-
AB de Villiers,78,-,-,-,-,-,-,-,-,-,-
S Dhawan,58,-,-,-,-,-,-,-,-,-,-
MS Dhoni,98,-,-,-,-,-,-,-,-,-,-
N Dickwella,23,-,-,-,-,-,-,-,-,-,-
V Dikov,3,-,-,-,-,-,-,-,-,-,-
K Doriga,17,-,-,-,-,-,-,-,-,-,-
JN Dorji,1,-,-,-,-,-,-,-,-,-,-
RM Dorji,1,-,-,-,-,-,-,-,-,-,-
U Dorji,2,-,-,-,-,-,-,-,-,-,-
BM Duckett,1,-,-,-,-,-,-,-,-,-,-
LA Dunbar,2,-,-,-,-,-,-,-,-,-,-
JSE Dunford,17,-,-,-,-,-,-,-,-,-,-
BR Dunk,5,-,-,-,-,-,-,-,-,-,-
J Dunn,4,-,-,-,-,-,-,-,-,-,-
G Dutta,7,-,-,-,-,-,-,-,-,-,-
SA Edwards,29,-,-,-,-,-,-,-,-,-,-
L Emilio,5,-,-,-,-,-,-,-,-,-,-
C Emmott,2,-,-,-,-,-,-,-,-,-,-
CR Ervine,22,-,-,-,-,-,-,-,-,-,-
R Escobar,5,-,-,-,-,-,-,-,-,-,-
Fahad Ali,3,-,-,-,-,-,-,-,-,-,-
Faisal Javed,15,-,-,-,-,-,-,-,-,-,-
LB Ferbrache,9,-,-,-,-,-,-,-,-,-,-
A Ferguson,5,-,-,-,-,-,-,-,-,-,-
BOP Fernando,3,-,-,-,-,-,-,-,-,-,-
WIA Fernando,10,-,-,-,-,-,-,-,-,-,-
NJ Ferraby,14,-,-,-,-,-,-,-,-,-,-
Fiaz Ahmed,4,-,-,-,-,-,-,-,-,-,-
Fida Hussain,2,-,-,-,-,-,-,-,-,-,-
ADS Fletcher,42,-,-,-,-,-,-,-,-,-,-
BT Foakes,1,-,-,-,-,-,-,-,-,-,-
O Fournier,2,-,-,-,-,-,-,-,-,-,-
TS Fray,10,-,-,-,-,-,-,-,-,-,-
JD Freyone,4,-,-,-,-,-,-,-,-,-,-
PF Gallagher,3,-,-,-,-,-,-,-,-,-,-
AR Gandhi,3,-,-,-,-,-,-,-,-,-,-
Garret Banner,1,-,-,-,-,-,-,-,-,-,-
A Gavde,1,-,-,-,-,-,-,-,-,-,-
R Gaznavi,2,-,-,-,-,-,-,-,-,-,-
Gershon Yusuf,1,-,-,-,-,-,-,-,-,-,-
L Gharasim,2,-,-,-,-,-,-,-,-,-,-
Ghulam Shabber,17,-,-,-,-,-,-,-,-,-,-
O Goker,1,-,-,-,-,-,-,-,-,-,-
LF Goncalves,3,-,-,-,-,-,-,-,-,-,-
DM Gondaria,11,-,-,-,-,-,-,-,-,-,-
R Goodwin,4,-,-,-,-,-,-,-,-,-,-
M Goonetilleke,1,-,-,-,-,-,-,-,-,-,-
S Goud,1,-,-,-,-,-,-,-,-,-,-
ZE Green,16,-,-,-,-,-,-,-,-,-,-
K Gupta,4,-,-,-,-,-,-,-,-,-,-
OJ Hairs,8,-,-,-,-,-,-,-,-,-,-
AD Hales,60,-,-,-,-,-,-,-,-,-,-
S Hallett,4,-,-,-,-,-,-,-,-,-,-
Hamza Tariq,15,-,-,-,-,-,-,-,-,-,-
PSP Handscomb,2,-,-,-,-,-,-,-,-,-,-
Haris Sohail,14,-,-,-,-,-,-,-,-,-,-
Hassan Rasheed,8,-,-,-,-,-,-,-,-,-,-
C Hauptfleisch,5,-,-,-,-,-,-,-,-,-,-
Hazratullah Zazai,13,-,-,-,-,-,-,-,-,-,-
H Helva,4,-,-,-,-,-,-,-,-,-,-
RR Hendricks,22,-,-,-,-,-,-,-,-,-,-
SO Hetmyer,20,-,-,-,-,-,-,-,-,-,-
Hilal Ahmad,7,-,-,-,-,-,-,-,-,-,-
SD Hope,13,-,-,-,-,-,-,-,-,-,-
Ibrahim Zadran,3,-,-,-,-,-,-,-,-,-,-
Imam-ul-Haq,2,-,-,-,-,-,-,-,-,-,-
Imran Ali Butt,4,-,-,-,-,-,-,-,-,-,-
Imran Haider,2,-,-,-,-,-,-,-,-,-,-
Imran Ismail,7,-,-,-,-,-,-,-,-,-,-
Imrul Kayes,14,-,-,-,-,-,-,-,-,-,-
H Ivanov,3,-,-,-,-,-,-,-,-,-,-
SS Iyer,14,-,-,-,-,-,-,-,-,-,-
KM Jadhav,9,-,-,-,-,-,-,-,-,-,-
S Jamil,3,-,-,-,-,-,-,-,-,-,-
Javed Ahmadi,3,-,-,-,-,-,-,-,-,-,-
JW Jenner,17,-,-,-,-,-,-,-,-,-,-
C Jonker,2,-,-,-,-,-,-,-,-,-,-
S Jora,6,-,-,-,-,-,-,-,-,-,-
HJ Jordaan,4,-,-,-,-,-,-,-,-,-,-
GJ Joseph,1,-,-,-,-,-,-,-,-,-,-
K Joshi,4,-,-,-,-,-,-,-,-,-,-
G Kaltongga,3,-,-,-,-,-,-,-,-,-,-
Kamran Akmal,58,-,-,-,-,-,-,-,-,-,-
CK Kapugedera,43,-,-,-,-,-,-,-,-,-,-
IA Karim,16,-,-,-,-,-,-,-,-,-,-
KD Karthik,32,-,-,-,-,-,-,-,-,-,-
I Katzarski,3,-,-,-,-,-,-,-,-,-,-
HB Kayondo,3,-,-,-,-,-,-,-,-,-,-
Khizer Ahmed,5,-,-,-,-,-,-,-,-,-,-
N Khosla,4,-,-,-,-,-,-,-,-,-,-
Khurram Nawaz,18,-,-,-,-,-,-,-,-,-,-
Khushdil Shah,1,-,-,-,-,-,-,-,-,-,-
TCR Kimber,3,-,-,-,-,-,-,-,-,-,-
BA King,6,-,-,-,-,-,-,-,-,-,-
NR Kirton,5,-,-,-,-,-,-,-,-,-,-
H Klaasen,9,-,-,-,-,-,-,-,-,-,-
M Klinger,3,-,-,-,-,-,-,-,-,-,-
EB Knowles,7,-,-,-,-,-,-,-,-,-,-
MF Koc,2,-,-,-,-,-,-,-,-,-,-
JP Kotze,12,-,-,-,-,-,-,-,-,-,-
HG Kuhn,7,-,-,-,-,-,-,-,-,-,-
Kuldeep Singh,4,-,-,-,-,-,-,-,-,-,-
T Langa,1,-,-,-,-,-,-,-,-,-,-
TWM Latham,13,-,-,-,-,-,-,-,-,-,-
E Lewis,29,-,-,-,-,-,-,-,-,-,-
Liton Das,25,-,-,-,-,-,-,-,-,-,-
LS Livingstone,2,-,-,-,-,-,-,-,-,-,-
K Loday,1,-,-,-,-,-,-,-,-,-,-
L Louwrens,1,-,-,-,-,-,-,-,-,-,-
CA Lynn,18,-,-,-,-,-,-,-,-,-,-
BR McDermott,12,-,-,-,-,-,-,-,-,-,-
NJ Maddinson,6,-,-,-,-,-,-,-,-,-,-
JN Malan,2,-,-,-,-,-,-,-,-,-,-
JS Malhotra,6,-,-,-,-,-,-,-,-,-,-
G Malla,24,-,-,-,-,-,-,-,-,-,-
Mamoon Latif,3,-,-,-,-,-,-,-,-,-,-
G Manan,3,-,-,-,-,-,-,-,-,-,-
A Manousis,3,-,-,-,-,-,-,-,-,-,-
Manpreet Singh,8,-,-,-,-,-,-,-,-,-,-
Manpreet Singh,12,-,-,-,-,-,-,-,-,-,-
AK Markram,2,-,-,-,-,-,-,-,-,-,-
XM Marshall,13,-,-,-,-,-,-,-,-,-,-
I Master,2,-,-,-,-,-,-,-,-,-,-
V Mbazo,4,-,-,-,-,-,-,-,-,-,-
SS McKechnie,10,-,-,-,-,-,-,-,-,-,-
GP Meade,8,-,-,-,-,-,-,-,-,-,-
M Meade,1,-,-,-,-,-,-,-,-,-,-
J Mees,3,-,-,-,-,-,-,-,-,-,-
AS Mehmi,3,-,-,-,-,-,-,-,-,-,-
BKG Mendis,24,-,-,-,-,-,-,-,-,-,-
JH Mensah,2,-,-,-,-,-,-,-,-,-,-
Mian Mehmood,4,-,-,-,-,-,-,-,-,-,-
Michael Nazir,1,-,-,-,-,-,-,-,-,-,-
DA Miller,72,-,-,-,-,-,-,-,-,-,-
Mirza Ahsan,5,-,-,-,-,-,-,-,-,-,-
Mohamed Azzam,7,-,-,-,-,-,-,-,-,-,-
Mohamed Rishwan,11,-,-,-,-,-,-,-,-,-,-
Mohammad Amin,4,-,-,-,-,-,-,-,-,-,-
Mohammad Mithun,14,-,-,-,-,-,-,-,-,-,-
Mohammad Naim,3,-,-,-,-,-,-,-,-,-,-
Mohammed Rizlan,15,-,-,-,-,-,-,-,-,-,-
Mohammad Rizwan,16,-,-,-,-,-,-,-,-,-,-
Mohammad Shahzad,65,-,-,-,-,-,-,-,-,-,-
Mohammed Nurji,6,-,-,-,-,-,-,-,-,-,-
AK Mohan,5,-,-,-,-,-,-,-,-,-,-
PJ Moor,21,-,-,-,-,-,-,-,-,-,-
VV Morea,5,-,-,-,-,-,-,-,-,-,-
EJG Morgan,86,-,-,-,-,-,-,-,-,-,-
M Mosehle,7,-,-,-,-,-,-,-,-,-,-
K Motlhanka,7,-,-,-,-,-,-,-,-,-,-
Muaviath Ganee,5,-,-,-,-,-,-,-,-,-,-
Mudassar Muhammad,7,-,-,-,-,-,-,-,-,-,-
Muhammad Amir,1,-,-,-,-,-,-,-,-,-,-
Muhammad Awais,3,-,-,-,-,-,-,-,-,-,-
Muhammad Hamayun,4,-,-,-,-,-,-,-,-,-,-
Muhammad Khurram,5,-,-,-,-,-,-,-,-,-,-
Muhammad Usman,34,-,-,-,-,-,-,-,-,-,-
Mukhtiar Singh,2,-,-,-,-,-,-,-,-,-,-
C Munoz-Mills,9,-,-,-,-,-,-,-,-,-,-
HG Munsey,38,-,-,-,-,-,-,-,-,-,-
G Murali,3,-,-,-,-,-,-,-,-,-,-
TK Musakanda,6,-,-,-,-,-,-,-,-,-,-
Mushfiqur Rahim,84,-,-,-,-,-,-,-,-,-,-
R Mutumbami,22,-,-,-,-,-,-,-,-,-,-
M Mwamadi,3,-,-,-,-,-,-,-,-,-,-
SJ Myburgh,33,-,-,-,-,-,-,-,-,-,-
Najeeb Tarakai,12,-,-,-,-,-,-,-,-,-,-
Najibullah Zadran,57,-,-,-,-,-,-,-,-,-,-
Naseem Khushi,10,-,-,-,-,-,-,-,-,-,-
Nawazish Jezuli,1,-,-,-,-,-,-,-,-,-,-
Najmul Hossain Shanto,2,-,-,-,-,-,-,-,-,-,-
Nazwan Ismail,3,-,-,-,-,-,-,-,-,-,-
OE Newey,7,-,-,-,-,-,-,-,-,-,-
HM Nicholls,5,-,-,-,-,-,-,-,-,-,-
G Nikitas,2,-,-,-,-,-,-,-,-,-,-
F Nkhoma,4,-,-,-,-,-,-,-,-,-,-
Noor Ali Zadran,20,-,-,-,-,-,-,-,-,-,-
Noor Momand,2,-,-,-,-,-,-,-,-,-,-
Nurul Hasan,9,-,-,-,-,-,-,-,-,-,-
AA Obanda,30,-,-,-,-,-,-,-,-,-,-
AA Onikoyi,9,-,-,-,-,-,-,-,-,-,-
CN Onwuzulike,9,-,-,-,-,-,-,-,-,-,-
A Otwani,4,-,-,-,-,-,-,-,-,-,-
Ovais Yousof,3,-,-,-,-,-,-,-,-,-,-
VS Padhaal,5,-,-,-,-,-,-,-,-,-,-
TD Paine,12,-,-,-,-,-,-,-,-,-,-
I Pandey,4,-,-,-,-,-,-,-,-,-,-
MK Pandey,32,-,-,-,-,-,-,-,-,-,-
RR Pant,26,-,-,-,-,-,-,-,-,-,-
AE Paraam,3,-,-,-,-,-,-,-,-,-,-
M Patel,2,-,-,-,-,-,-,-,-,-,-
M Patel,3,-,-,-,-,-,-,-,-,-,-
MD Patel,8,-,-,-,-,-,-,-,-,-,-
RN Patel,2,-,-,-,-,-,-,-,-,-,-
RK Paudel,11,-,-,-,-,-,-,-,-,-,-
BBJL Perera,8,-,-,-,-,-,-,-,-,-,-
MDKJ Perera,42,-,-,-,-,-,-,-,-,-,-
SL Perera,2,-,-,-,-,-,-,-,-,-,-
T Phaswana,1,-,-,-,-,-,-,-,-,-,-
GD Phillips,11,-,-,-,-,-,-,-,-,-,-
R Pillai,6,-,-,-,-,-,-,-,-,-,-
N Pooran,16,-,-,-,-,-,-,-,-,-,-
WTS Porterfield,61,-,-,-,-,-,-,-,-,-,-
VRCF Poubel,3,-,-,-,-,-,-,-,-,-,-
A Poulose,3,-,-,-,-,-,-,-,-,-,-
SW Poynter,25,-,-,-,-,-,-,-,-,-,-
H Pragji,4,-,-,-,-,-,-,-,-,-,-
SMA Priyanjan,3,-,-,-,-,-,-,-,-,-,-
Qalandar Khan,4,-,-,-,-,-,-,-,-,-,-
S Qeshile,2,-,-,-,-,-,-,-,-,-,-
Rahmanullah Gurbaz,7,-,-,-,-,-,-,-,-,-,-
Rahman Ademi,2,-,-,-,-,-,-,-,-,-,-
KL Rahul,34,-,-,-,-,-,-,-,-,-,-
PBB Rajapaksa,5,-,-,-,-,-,-,-,-,-,-
D Ramdin,71,-,-,-,-,-,-,-,-,-,-
